자치구,인구,세대수,성비,년도,면적,가구수,one,출생건수,사망건수,혼인건수,이혼건수,인력수,차량수,1인세대수,면적대비1인세대,외국인비율,인구밀도,세대당인구,출생률,사망률,혼인률,이혼률,one비율,인구대비one,면적대비one
동작구,395963,180753,0.94,2019,16.35,164963,60088,2227.0,1703.0,2057.0,557.0,0,0,77390.0,4730.440097799511,0.0506148022068317,24217.920489296634,2.1906303076574107,5.624262873046218,4.3009069029176965,5.194929829302232,1.4066970903847076,0.3642513775816395,0.15175155254405084,3675.1070336391435
관악구,500094,268559,1.01,2019,29.57,242154,119863,2245.0,2107.0,2802.0,875.0,105,48,151175.0,5112.445045654379,0.060482629265698,16912.208319242476,1.8621383010809542,4.489156038664731,4.213207916911621,5.602946646030547,1.7496710618403741,0.49498666138077424,0.23968093998328313,4053.5339871491374
서초구,430826,173199,0.92,2019,46.98,155377,42667,2512.0,1421.0,2084.0,615.0,0,0,58281.0,1240.549169859515,0.0224197726076574,9170.41294167731,2.4874623987436415,5.830660173712821,3.2983153291584073,4.837219666408248,1.4274904485801692,0.2746030622292875,0.0990353414139351,908.1949765857812
강남구,545169,232981,0.92,2019,39.5,206524,66073,2749.0,1838.0,2338.0,772.0,566,52,92008.0,2329.3164556962024,0.0213282588979824,13801.746835443038,2.339971929041424,5.042473067984424,3.3714316111150855,4.288578404127894,1.416074648411777,0.3199289186728903,0.12119728010947065,1672.73417721519
송파구,675961,278711,0.94,2019,33.87,252212,68861,4424.0,2278.0,3651.0,1060.0,0,0,95719.0,2825.2361275088547,0.0206901299321411,19957.514024210217,2.4253115234059655,6.544756280317947,3.370016909259558,5.40119918160959,1.5681378067669585,0.2730282460786957,0.1018712618035656,2033.0971361086508
강동구,436067,183390,0.98,2019,24.59,162976,45188,2437.0,1898.0,2129.0,767.0,109,58,64739.0,2632.736884912566,0.0207338949567428,17733.50955673038,2.3778123125579365,5.588590744082905,4.3525421552192665,4.882277264732254,1.7589040216297036,0.27726781857451405,0.10362627761330254,1837.657584383896
종로구,149384,75003,0.95,2020,23.91,63414,25983,529.0,867.0,565.0,269.0,135,62,38354.0,1604.098703471351,0.0793101713250647,6247.762442492681,1.9917069983867313,3.541209232581803,5.803834413324052,3.782198896802871,1.800728324318535,0.4097360204371274,0.17393429015155573,1086.7001254705144
중구,125240,63686,0.96,2020,9.96,55093,22818,690.0,723.0,653.0,260.0,0,0,32280.0,3240.9638554216863,0.0945742191852044,12574.29718875502,1.9665232547184626,5.509421909932929,5.772916001277547,5.213989140849569,2.076014053018205,0.4141723993973826,0.18219418716065156,2290.9638554216867
용산구,230040,113093,0.93,2020,21.87,95714,36881,1176.0,1145.0,1175.0,359.0,226,84,54748.0,2503.3379058070414,0.0780927466328762,10518.518518518518,2.034078148072825,5.112154407929056,4.977395235611199,5.107807337854286,1.5605981568422884,0.3853250308209875,0.16032429142757781,1686.3740283493369
성동구,293556,135870,0.95,2020,16.86,122186,42585,1945.0,1363.0,1573.0,502.0,97,46,57370.0,3402.728351126928,0.0428811500640588,17411.387900355872,2.1605652461912124,6.625652345719386,4.64306639959667,5.35843246263064,1.7100655411573942,0.34852601771070335,0.14506601806810285,2525.8007117437724
광진구,346682,167427,0.93,2020,17.06,152090,62301,1532.0,1486.0,1661.0,531.0,99,57,78614.0,4608.089097303635,0.063511325737485,20321.336459554514,2.0706457142515844,4.419035311899666,4.286348873030616,4.791134238293306,1.5316630225970773,0.4096324544677494,0.17970647452131924,3651.8757327080893
동대문구,342837,167598,0.98,2020,14.22,150373,60925,1702.0,1911.0,1524.0,570.0,140,95,80336.0,5649.507735583685,0.0611572655414073,24109.493670886073,2.0455912361722692,4.964458328593472,5.574077477051777,4.445261159093097,1.6625976776135598,0.4051591708617904,0.17770835703264234,4284.458509142053
중랑구,394702,185920,0.98,2020,18.5,164832,56605,1873.0,2245.0,1850.0,863.0,149,68,79802.0,4313.621621621622,0.0252901927610733,21335.243243243243,2.1229668674698794,4.745352189753282,5.68783537960284,4.687080379628175,2.186459658172495,0.34341026014366144,0.14341199183181236,3059.7297297297296
성북구,437153,195396,0.93,2020,24.58,179660,61510,2041.0,2265.0,1672.0,667.0,129,85,78864.0,3208.462164361269,0.0357986471493504,17784.906427990238,2.237266883661897,4.668845918934561,5.181252330419784,3.8247478571575626,1.5257815913421615,0.34236891906935324,0.14070588558239336,2502.4410089503663
강북구,308055,145896,0.95,2020,23.6,129805,45685,1049.0,1968.0,1041.0,700.0,0,0,62910.0,2665.677966101695,0.0236929861443211,13053.177966101694,2.1114698141141637,3.4052360779730892,6.388469591469056,3.3792666893898815,2.27232150103066,0.3519510034282193,0.14830143967797957,1935.8050847457625
도봉구,325257,139114,0.95,2020,20.65,127362,34884,1218.0,1920.0,1187.0,678.0,99,59,47242.0,2287.7481840193705,0.0148948714110721,15750.944309927361,2.33806087094038,3.7447310895691714,5.903024377645984,3.6494218418050957,2.084505483356238,0.27389645263108303,0.10725057416135549,1689.2978208232446
노원구,523037,218270,0.93,2020,35.44,202695,56438,2252.0,2699.0,1961.0,891.0,100,65,72693.0,2051.1568848758466,0.0147087842863431,14758.380361173817,2.3962844183809042,4.305622737970736,5.160246789424074,3.7492567447427234,1.7035123710177291,0.2784380473124645,0.10790441211616005,1592.4943566591423
은평구,479835,213914,0.92,2020,29.71,190631,57853,2144.0,2623.0,2061.0,869.0,144,91,82865.0,2789.1282396499496,0.0192978722964695,16150.622685964321,2.2431210673448208,4.4682026113143065,5.466462429793575,4.295226484103911,1.811039211395584,0.3034815953333928,0.12056852876509634,1947.2568158869067
서대문구,312173,144838,0.92,2020,17.63,133112,49863,1533.0,1676.0,1260.0,444.0,0,0,62836.0,3564.1520136131594,0.050094131635661,17706.9200226886,2.1553252599455943,4.910738596867763,5.368817931083085,4.036223504274873,1.4222882824587648,0.3745943265821263,0.15972874015369684,2828.304027226319
마포구,371890,178482,0.89,2020,23.85,160681,63172,2015.0,1653.0,1929.0,531.0,163,91,82892.0,3475.555555555555,0.038671443311388,15592.872117400419,2.083627480642306,5.418268842937428,4.444862728226089,5.187017666514292,1.4278415660544785,0.39315164829693616,0.16986743391863185,2648.7211740041926
양천구,454251,180633,0.96,2020,17.41,166044,39436,1875.0,1921.0,1637.0,761.0,117,82,54209.0,3113.6703044227456,0.0191751077480279,26091.384261918436,2.514773048114132,4.127673907157057,4.228939507012643,3.6037344992085876,1.6752852497848107,0.2375033123750331,0.08681543904141102,2265.134979896611
강서구,580185,266982,0.93,2020,41.44,244097,86172,3345.0,2694.0,3233.0,1103.0,156,73,111673.0,2694.1616405307595,0.0222187707479591,14000.603281853282,2.1731240308335393,5.765402414747021,4.643346518782803,5.572360540172531,1.9011177469255498,0.35302359307980025,0.1485250394270793,2079.4401544401544
구로구,404408,180531,0.98,2020,20.12,164083,50971,2269.0,1892.0,2063.0,716.0,149,69,70287.0,3493.389662027833,0.1268890697545365,20099.80119284294,2.2401028078280185,5.610670412059108,4.678443552056339,5.101283851951495,1.7704892089177267,0.3106415655491428,0.1260385551225495,2533.3499005964213
금천구,231733,114715,1.02,2020,13.02,103432,42334,1092.0,1245.0,1285.0,520.0,84,28,54928.0,4218.7403993855605,0.1316157927653479,17798.233486943165,2.0200758401255285,4.712319781817868,5.372562388611031,5.545174834831466,2.2439618008656512,0.4092930621084384,0.1826843824573971,3251.4592933947774
영등포구,379480,184714,0.98,2020,24.55,162391,64000,2296.0,1746.0,2421.0,612.0,187,99,87715.0,3572.912423625254,0.1338645496566977,15457.433808553971,2.054419264376279,6.050384737008538,4.601032992516075,6.3797828607568245,1.6127332138716137,0.3941105110504893,0.168651839359123,2606.924643584521
동작구,391220,184229,0.94,2020,16.35,167766,64101,2044.0,1770.0,1906.0,611.0,170,68,82352.0,5033.740831295844,0.04643002998217,23927.82874617737,2.123552752281128,5.224681764735954,4.5243085731813295,4.871939062420122,1.561781095036041,0.3820857623117914,0.1638489852257042,3920.550458715596
관악구,495060,274811,1.01,2020,29.57,248959,129233,1905.0,2209.0,2529.0,769.0,105,44,160288.0,5420.629015894488,0.0568082180763942,16741.968211024687,1.8014562735843906,3.8480184220094533,4.462085403789439,5.108471700399951,1.5533470690421363,0.5190935053563036,0.2610451258433321,4370.409198512006
서초구,425126,173502,0.92,2020,46.98,156123,43942,2238.0,1433.0,1861.0,533.0,0,0,59621.0,1269.0719455087271,0.0217376609754676,9049.08471690081,2.4502657029890145,5.264321636408971,3.37076537308939,4.377525721786012,1.2537459482600453,0.281457568711849,0.10336229729539008,935.3341847594721
강남구,539231,234872,0.92,2020,39.5,208833,68999,2356.0,1867.0,2046.0,706.0,477,148,95007.0,2405.240506329114,0.0208581852937662,13651.417721518987,2.2958505058074183,4.369185006054919,3.46233803323622,3.7942922421003242,1.3092719075869155,0.33040276201558183,0.1279581478067841,1746.8101265822784
송파구,667960,281959,0.93,2020,33.87,255766,73694,3791.0,2300.0,3220.0,1070.0,0,0,100587.0,2968.919716646989,0.0200897427907515,19721.28727487452,2.368996910898393,5.675489550272471,3.4433199592789987,4.820647942990598,1.6018923288819689,0.2881305568371089,0.11032696568656805,2175.789784470033
강동구,459970,196499,0.97,2020,24.59,177148,50316,2535.0,1901.0,2433.0,747.0,0,0,70081.0,2849.97966653111,0.0197716369467109,18705.5713704758,2.3408261619652007,5.511228993195208,4.1328782311889904,5.289475400569602,1.6240189577581146,0.2840336893445029,0.10938974280931366,2046.1976413176087
